time,seconds_elapsed,AccZ,AccY,AccX
1730553665305732900,0.14373291015625,0,0,0
1730553665315759900,0.153759765625,0.00119781494140625,0.011988915503025055,0.003600180149078369
1730553665325811700,0.163811767578125,0.007184028625488281,0.020748693495988846,0.01529093086719513
1730553665335838700,0.173838623046875,-0.016173362731933594,0.02268524095416069,-0.002855271100997925
1730553665345871600,0.18387158203125,0.0004787445068359375,0.027830813080072403,-0.011940106749534607
1730553665355900400,0.193900390625,-0.011574745178222656,0.029111376032233238,0.003815397620201111
1730553665365928000,0.203927978515625,-0.022240638732910156,0.01662265881896019,-0.0008698701858520508
1730553665375956200,0.213956298828125,-0.008983612060546875,-0.004301879554986954,-0.011091873049736023
1730553665386007800,0.2240078125,-0.012242317199707031,-0.006067022681236267,-0.009939372539520264
1730553665396045600,0.234045654296875,0.017012596130371094,-0.024842210114002228,-0.011230945587158203
1730553665406030000,0.244030029296875,0.006754875183105469,0.007920678704977036,-0.0014878064393997192
1730553665416046300,0.25404638671875,0.006191253662109375,-0.023460719734430313,0.005284518003463745
1730553665426105600,0.264105712890625,0.01677227020263672,-0.023798517882823944,0.00041922926902770996
1730553665436139300,0.27413916015625,0.0022268295288085938,-0.024302907288074493,0.004850491881370544
1730553665446152000,0.28415185546875,-0.00016021728515625,-0.002543710172176361,0.013628944754600525
1730553665456177200,0.29417724609375,-0.002399444580078125,0.011159565299749374,0.02192075550556183
1730553665466206000,0.3042060546875,-0.009022712707519531,0.037479475140571594,0.00030305981636047363
1730553665476232700,0.314232666015625,0.0118408203125,0.033058203756809235,0.00024978816509246826
1730553665486242800,0.324242919921875,0.011217117309570312,0.015455111861228943,-0.01104743778705597
1730553665496263000,0.334262939453125,-0.01892566680908203,0.014751702547073364,-0.015134021639823914
1730553665506318300,0.344318359375,-0.013460159301757812,0.00930485874414444,-0.01683308184146881
1730553665516352800,0.354352783203125,0.014590263366699219,-0.02778376266360283,-0.004571840167045593
1730553665526381300,0.36438134765625,0.009368896484375,-0.02431292086839676,-0.008791640400886536
1730553665536413400,0.374413330078125,-0.0025033950805664062,-0.023230981081724167,-0.0013746917247772217
1730553665546432800,0.384432861328125,-0.009302139282226562,-0.0062337033450603485,0.007841363549232483
1730553665556459500,0.39445947265625,-0.0043392181396484375,-0.00832941010594368,0.005299225449562073
1730553665566489000,0.404489013671875,-0.0041790008544921875,-0.005590770393610001,0.0005532950162887573
1730553665576517000,0.41451708984375,-0.0017213821411132812,0.008593246340751648,0.016818180680274963
1730553665586562800,0.424562744140625,0.021463394165039062,0.006205063313245773,0.00252552330493927
1730553665596597800,0.43459765625,-0.0024080276489257812,0.008332479745149612,-0.018387213349342346
1730553665606620400,0.444620361328125,-0.0069675445556640625,-0.0012403503060340881,-0.013144999742507935
1730553665616650200,0.454650146484375,0.011813163757324219,-0.007993046194314957,-0.012620240449905396
1730553665626662100,0.464662109375,0.013776779174804688,0.0017134547233581543,-0.021414920687675476
1730553665636684800,0.474684814453125,-0.009878158569335938,-0.007464110851287842,-0.006822153925895691
1730553665646730000,0.48472998046875,-0.018899917602539062,-0.007283322513103485,0.0048155635595321655
1730553665656755000,0.4947548828125,0.011899948120117188,0.004532512277364731,0.007023423910140991
1730553665666763000,0.504762939453125,0.009245872497558594,-0.021314136683940887,0.004565626382827759
1730553665676786400,0.514786376953125,0.015999794006347656,-0.01845209300518036,0.004458174109458923
1730553665686837200,0.524837158203125,-0.0007505416870117188,0.0029495656490325928,0.016079694032669067
1730553665696863500,0.534863525390625,-0.0030679702758789062,-0.004108749330043793,-0.000606924295425415
1730553665706892300,0.544892333984375,-0.007666587829589844,0.02187327668070793,0.006431803107261658
1730553665716918800,0.554918701171875,0.0042057037353515625,0.011968381702899933,0.0016661584377288818
1730553665726954000,0.5649541015625,-0.007590293884277344,-0.006852783262729645,-0.0029876679182052612
1730553665736981200,0.574981201171875,-0.005074501037597656,0.00528654083609581,-0.009929880499839783
1730553665746984200,0.584984130859375,0.004405021667480469,-0.01578640192747116,-0.00022411346435546875
1730553665757009200,0.595009033203125,0.0019636154174804688,-0.0202118381857872,-0.014215230941772461
1730553665767067600,0.605067626953125,0.013645172119140625,-0.003352336585521698,-0.006867080926895142
1730553665777096000,0.615095947265625,0.00632476806640625,-0.003312841057777405,0.009656697511672974
1730553665787120000,0.6251201171875,-0.010233879089355469,-0.0008247122168540955,0.0025878548622131348
1730553665797148000,0.63514794921875,-0.021768569946289062,0.006409328430891037,0.007347196340560913
1730553665807180000,0.645179931640625,-0.009599685668945312,0.004010312259197235,0.00017133355140686035
1730553665817208000,0.6552080078125,-0.0000152587890625,0.008606337010860443,0.009477004408836365
1730553665827214600,0.665214599609375,0.01878643035888672,0.013011172413825989,0.0116615891456604
1730553665837240800,0.67524072265625,-0.009777069091796875,0.0033833906054496765,0.004455968737602234
1730553665847287300,0.685287353515625,0.0021610260009765625,0.005692761391401291,-0.0003682374954223633
1730553665857315600,0.695315673828125,-0.00022983551025390625,-0.008610881865024567,-0.012164846062660217
1730553665867338800,0.7053388671875,-0.00022792816162109375,0.012795552611351013,-0.014188066124916077
1730553665877366500,0.715366455078125,-0.011991500854492188,-0.010944604873657227,0.002394258975982666
1730553665887396600,0.725396728515625,-0.011783599853515625,-0.0036249011754989624,0.002158820629119873
1730553665897424600,0.735424560546875,0.004902839660644531,0.005880270153284073,0.009151279926300049
1730553665907451100,0.745451171875,-0.011669158935546875,0.005752976983785629,0.013723388314247131
1730553665917479000,0.75547900390625,-0.0020513534545898438,0.0008108019828796387,-0.005440622568130493
1730553665927519500,0.76551953125,0.009761810302734375,-0.011004030704498291,-0.005386576056480408
1730553665937548500,0.775548583984375,-0.016309738159179688,-0.020222827792167664,-0.0006763637065887451
1730553665947564500,0.785564453125,0.0028057098388671875,-0.00803731381893158,-0.005363777279853821
1730553665957592000,0.795592041015625,0.0004062652587890625,0.003894619643688202,0.0040572285652160645
