time,seconds_elapsed,z,y,x
1730559805653545500,0.13654541015625,0.020372580736875534,0.11031819134950638,-0.1659766137599945
1730559805663569000,0.14656884765625,-0.004127778112888336,0.07722939550876617,-0.18515081703662872
1730559805673570000,0.156570068359375,-0.029693370684981346,0.020772043615579605,-0.17183540761470795
1730559805683593500,0.166593505859375,-0.04620448127388954,-0.024034319445490837,-0.13934579491615295
1730559805693665300,0.176665283203125,-0.03661738336086273,0.0010652330238372087,-0.11697590351104736
1730559805703704800,0.186704833984375,-0.001997311832383275,0.051663801074028015,-0.09720251709222794
1730559805713742000,0.1967421875,0.027895789593458176,0.08681648969650269,-0.05672365799546242
1730559805723780900,0.20678076171875,0.02949363924562931,0.09806801378726959,-0.023701434955000877
1730559805733770500,0.2167705078125,0.03268933668732643,0.11031819134950638,-0.001797580742277205
1730559805743789600,0.22678955078125,0.04760260134935379,0.1486665904521942,0.022170161828398705
1730559805753844200,0.23684423828125,0.05186353251338005,0.1849510818719864,0.038148656487464905
1730559805763877600,0.246877685546875,0.06304848194122314,0.18654893338680267,0.037083424627780914
1730559805773891300,0.256891357421875,0.0784943550825119,0.15612322092056274,0.002463351469486952
1730559805783916800,0.266916748046875,0.08328790962696075,0.09327446669340134,-0.06258244067430496
1730559805793955600,0.27695556640625,0.0790269747376442,0.0213046595454216,-0.12496514618396759
1730559805803986400,0.286986328125,0.07529865950345993,-0.04480636492371559,-0.16171568632125854
1730559805814002400,0.29700244140625,0.07157034426927567,-0.10772168636322021,-0.1755637228488922
1730559805824027400,0.30702734375,0.07689651101827621,-0.13914605975151062,-0.16917231678962708
1730559805834059500,0.3170595703125,0.08169005811214447,-0.1205044835805893,-0.14041103422641754
1730559805844087300,0.32708740234375,0.0784943550825119,-0.07729597389698029,-0.10359390825033188
1730559805854145500,0.3371455078125,0.07742912322282791,-0.04480636492371559,-0.07696308940649033
1730559805864185600,0.347185546875,0.10832088440656662,-0.04533898085355759,-0.09986559301614761
1730559805874178600,0.357178466796875,0.13927921652793884,-0.07250241935253143,-0.1665092408657074
1730559805884199700,0.36719970703125,0.16963836550712585,-0.10559122264385223,-0.21717438101768494
1730559805894232300,0.377232421875,0.1856168508529663,-0.1316894292831421,-0.2310224175453186
1730559805904258000,0.387258056640625,0.16377957165241241,-0.14979839324951172,-0.25765323638916016
1730559805914300000,0.3972998046875,0.14993155002593994,-0.1833532303571701,-0.3157750070095062
1730559805924332000,0.40733203125,0.17762760818004608,-0.2606492042541504,-0.36424311995506287
1730559805934331600,0.41733154296875,0.1957365721464157,-0.3432713449001312,-0.3722323775291443
1730559805944350700,0.427350830078125,0.16910573840141296,-0.34220612049102783,-0.3498624861240387
1730559805954421500,0.43742138671875,0.14620323479175568,-0.30705341696739197,-0.3061879277229309
1730559805964461300,0.44746142578125,0.13927921652793884,-0.2723667621612549,-0.2310224175453186
1730559805974475000,0.45747509765625,0.12436595559120178,-0.1828206181526184,-0.1558569073677063
1730559805984504300,0.46750439453125,0.13128997385501862,0.023967742919921875,-0.11857374757528305
1730559805994528800,0.47752880859375,0.15738818049430847,0.2483324557542801,-0.06418029218912125
1730559806004557600,0.4875576171875,0.1653774231672287,0.47010064125061035,0.0035285844933241606
1730559806014594300,0.49759423828125,0.1531272530555725,0.6598452925682068,0.015778765082359314
1730559806024623900,0.507623779296875,0.1440727710723877,0.7861419916152954,-0.05938674136996269
1730559806034651000,0.51765087890625,0.13501828908920288,0.8244903683662415,-0.22729410231113434
1730559806044680200,0.52768017578125,0.14140968024730682,0.7962616682052612,-0.4687025249004364
1730559806054701800,0.537701904296875,0.36577439308166504,0.6011908650398254,-0.6504579186439514
1730559806064730400,0.54773046875,0.8300162553787231,0.22862564027309418,-0.6696321368217468
1730559806074766300,0.557766357421875,1.023489236831665,0.18009096384048462,-0.684611976146698
1730559806084795600,0.567795654296875,0.9728906154632568,0.18548369407653809,-0.7059165835380554
1730559806094820600,0.577820556640625,0.8209617733955383,0.07350108027458191,-0.7890713810920715
1730559806104849400,0.587849365234375,0.7740915417671204,0.13588379323482513,-0.939335823059082
1730559806114873300,0.597873291015625,0.900388240814209,0.5868102312088013,-1.0400668382644653
1730559806124901600,0.607901611328125,0.9547816514968872,0.9790822863578796,-1.1136345863342285
1730559806134929200,0.61792919921875,0.8262879252433777,1.052649974822998,-1.2069090604782104
1730559806144957400,0.62795751953125,0.6744256615638733,1.053182601928711,-1.1962566375732422
1730559806154985000,0.63798486328125,0.5075835585594177,0.8959275484085083,-1.0981886386871338
1730559806165013000,0.648012939453125,0.3039908707141876,0.48235082626342773,-1.0491878986358643
1730559806175023900,0.65802392578125,0.12915951013565063,-0.08049166947603226,-0.9931966662406921
1730559806185050000,0.668050048828125,0.049200449138879776,-0.6806839108467102,-0.9462597966194153
1730559806195104300,0.678104248046875,0.05825493112206459,-1.1486541032791138,-0.9612396359443665
1730559806205133600,0.688133544921875,0.08009220659732819,-1.363964319229126,-1.0896668434143066
1730559806215161300,0.698161376953125,0.06038539856672287,-1.3655622005462646,-1.3263483047485352
1730559806225190400,0.7081904296875,-0.03235645219683647,-1.264298439025879,-1.645585298538208
1730559806235218700,0.71821875,-0.17682868242263794,-1.1955243349075317,-1.98672616481781
1730559806245247700,0.728247802734375,-0.30365797877311707,-1.2270152568817139,-2.293180465698242
1730559806255276800,0.73827685546875,-0.3740299344062805,-1.326681137084961,-2.5485033988952637
1730559806265305900,0.748305908203125,-0.3974650800228119,-1.4599018096923828,-2.7254652976989746
1730559806275327700,0.75832763671875,-0.39213889837265015,-1.6411246061325073,-2.809685230255127
1730559806285356000,0.76835595703125,-0.36071452498435974,-1.8975129127502441,-2.8112831115722656
1730559806295389000,0.778388916015625,-0.3414737582206726,-2.2178151607513428,-2.752628803253174
1730559806305417500,0.78841748046875,-0.35059481859207153,-2.51261830329895,-2.6220710277557373
1730559806315444700,0.79844482421875,-0.3772256374359131,-2.6522305011749268,-2.347573757171631
1730559806325473300,0.808473388671875,-0.4278241991996765,-2.573336601257324,-1.933397889137268
1730559806335497200,0.818497314453125,-0.5430025458335876,-2.4054293632507324,-1.497384786605835
1730559806345525500,0.828525390625,-0.7231600880622864,-2.4262678623199463,-1.1818760633468628
1730559806355529700,0.83852978515625,-0.8707613945007324,-2.6522305011749268,-0.9963923692703247
1730559806365555700,0.8485556640625,-0.9390029311180115,-2.852094888687134,-0.8871393799781799
1730559806375620000,0.8586201171875,-0.9943950176239014,-3.0333175659179688,-0.8370068669319153
1730559806385649700,0.868649658203125,-1.0663648843765259,-3.1825833320617676,-0.8551158308982849
1730559806395674600,0.878674560546875,-1.113834261894226,-3.1559524536132812,-0.9676310420036316
1730559806405704000,0.888703857421875,-1.0962579250335693,-2.8393120765686035,-1.1786803007125854
1730559806415729400,0.8987294921875,-1.0067118406295776,-2.240784168243408,-1.4254815578460693
1730559806425758200,0.90875830078125,-0.8404023051261902,-1.5595676898956299,-1.635998249053955
1730559806435758800,0.9187587890625,-0.6047860383987427,-0.9493223428726196,-1.7447185516357422
1730559806445784800,0.928784912109375,-0.34793174266815186,-0.4861457347869873,-1.6860641241073608
1730559806455843300,0.93884326171875,-0.09527178108692169,-0.28681400418281555,-1.42920982837677
1730559806465872600,0.94887255859375,0.1424749195575714,-0.3336842358112335,-1.0203601121902466
1730559806475905500,0.958905517578125,0.3380783200263977,-0.6214969158172607,-0.5796199440956116
1730559806485935000,0.96893505859375,0.4547879099845886,-1.0143015384674072,-0.22622886300086975
1730559806495958300,0.978958251953125,0.4659728705883026,-1.3208223581314087,-0.05619104206562042
1730559806505987000,0.988987060546875,0.3716331720352173,-1.4343363046646118,-0.12762823700904846
1730559806516013300,0.999013427734375,0.21071641147136688,-1.2882661819458008,-0.4585828185081482
1730559806526041900,1.009041748046875,0.044939517974853516,-0.9493223428726196,-0.9697614908218384
1730559806536067000,1.019067138671875,-0.05312849581241608,-0.5852789878845215,-1.476080060005188
1730559806546095400,1.029095458984375,-0.009453942999243736,-0.31024911999702454,-1.7815356254577637
1730559806556126200,1.039126220703125,0.15738818049430847,-0.2611818313598633,-1.8023077249526978
1730559806566154800,1.04915478515625,0.3189041316509247,-0.44986122846603394,-1.5789417028427124
