time,seconds_elapsed,AccZ,AccY,AccX
1730559805643512600,0.1265126953125,0,0,0
1730559805653545500,0.13654541015625,0.08705902099609375,0.059906959533691406,-0.03263211250305176
1730559805663569000,0.14656884765625,0.2881898880004883,0.0011320114135742188,-0.025855302810668945
1730559805673570000,0.156570068359375,0.27260589599609375,0.012381553649902344,-0.04745525121688843
1730559805683593500,0.166593505859375,-0.03633308410644531,0.20438814163208008,-0.115772545337677
1730559805693665300,0.176665283203125,-0.22422170639038086,0.3056182861328125,-0.214345782995224
1730559805703704800,0.186704833984375,-0.20767593383789062,0.1820058822631836,-0.13726145029067993
1730559805713742000,0.1967421875,-0.19715547561645508,-0.07821941375732422,0.03483852744102478
1730559805723780900,0.20678076171875,-0.297544002532959,-0.2959914207458496,0.03357541561126709
1730559805733770500,0.2167705078125,-0.36008644104003906,-0.48425912857055664,-0.06571698188781738
1730559805743789600,0.22678955078125,-0.35366296768188477,-0.39632415771484375,0.07810279726982117
1730559805753844200,0.23684423828125,-0.3891482353210449,-0.06761026382446289,0.21062307059764862
1730559805763877600,0.246877685546875,-0.5175771713256836,0.12262535095214844,0.23648667335510254
1730559805773891300,0.256891357421875,-0.5108942985534668,0.07545900344848633,0.29883623123168945
1730559805783916800,0.266916748046875,-0.29906702041625977,-0.05090951919555664,0.2980059087276459
1730559805793955600,0.27695556640625,-0.0048122406005859375,-0.08892250061035156,0.1905461549758911
1730559805803986400,0.286986328125,0.21556615829467773,-0.07737874984741211,0.05651184916496277
1730559805814002400,0.29700244140625,0.2809152603149414,0.06774520874023438,-0.08985590934753418
1730559805824027400,0.30702734375,0.23960065841674805,0.13014698028564453,-0.19278189539909363
1730559805834059500,0.3170595703125,0.14594221115112305,0.15137910842895508,-0.11943206191062927
1730559805844087300,0.32708740234375,0.03897237777709961,0.11008691787719727,-0.026096433401107788
1730559805854145500,0.3371455078125,-0.14592504501342773,0.009606361389160156,-0.042184799909591675
1730559805864185600,0.347185546875,-0.26032114028930664,0.006705284118652344,-0.1145687997341156
1730559805874178600,0.357178466796875,-0.2230377197265625,0.18073558807373047,-0.0937955379486084
1730559805884199700,0.36719970703125,-0.19544315338134766,0.12633657455444336,0.027510136365890503
1730559805894232300,0.377232421875,-0.3474726676940918,-0.2357039451599121,0.11829516291618347
1730559805904258000,0.387258056640625,-0.5236363410949707,-0.3981351852416992,0.12755772471427917
1730559805914300000,0.3972998046875,-0.3974461555480957,-0.4239826202392578,0.05195942521095276
1730559805924332000,0.40733203125,-0.015334606170654297,-0.45061731338500977,0.21238920092582703
1730559805934331600,0.41733154296875,0.13144969940185547,-0.5040698051452637,0.5506666302680969
1730559805944350700,0.427350830078125,0.27065134048461914,-0.6156606674194336,0.7063708305358887
1730559805954421500,0.43742138671875,0.434175968170166,-0.7713737487792969,0.7851112484931946
1730559805964461300,0.44746142578125,0.4446597099304199,-0.7914972305297852,0.8071877956390381
1730559805974475000,0.45747509765625,0.15062379837036133,-0.6102938652038574,0.7229636907577515
1730559805984504300,0.46750439453125,-0.10256576538085938,-0.5305490493774414,0.800923764705658
1730559805994528800,0.47752880859375,-0.5345344543457031,-0.5366029739379883,1.146349310874939
1730559806004557600,0.4875576171875,-1.009903907775879,-0.38939571380615234,1.5249029397964478
1730559806014594300,0.49759423828125,-1.3191728591918945,-0.23559236526489258,1.7366385459899902
1730559806024623900,0.507623779296875,-1.3645830154418945,-0.29277801513671875,1.930387258529663
1730559806034651000,0.51765087890625,-1.1719598770141602,-0.3784971237182617,2.1143651008605957
1730559806044680200,0.52768017578125,-0.48211002349853516,-0.7274613380432129,1.9094488620758057
1730559806054701800,0.537701904296875,0.6652488708496094,-2.275437831878662,0.841769814491272
1730559806064730400,0.54773046875,0.6024994850158691,-1.1934771537780762,1.3445273637771606
1730559806074766300,0.557766357421875,0.7775859832763672,0.08588600158691406,2.5229766368865967
1730559806084795600,0.567795654296875,0.6179428100585938,-0.602076530456543,3.223644733428955
1730559806094820600,0.577820556640625,-0.3898916244506836,-2.238518238067627,3.009016275405884
1730559806104849400,0.587849365234375,-0.851738452911377,-1.8336436748504639,1.4651981592178345
1730559806114873300,0.597873291015625,-0.6122760772705078,-1.7032907009124756,1.503178358078003
1730559806124901600,0.607901611328125,-0.8734574317932129,-2.545809268951416,3.3697988986968994
1730559806134929200,0.61792919921875,-1.4739398956298828,-2.1938657760620117,3.6485111713409424
1730559806144957400,0.62795751953125,-1.5258407592773438,-0.9185566902160645,3.1993374824523926
1730559806154985000,0.63798486328125,-1.7748441696166992,-0.6163167953491211,2.871687889099121
1730559806165013000,0.648012939453125,-1.95017671585083,-0.5459527969360352,2.578087329864502
1730559806175023900,0.65802392578125,-1.889542579650879,-0.677891731262207,2.2546846866607666
1730559806185050000,0.668050048828125,-2.0272316932678223,-0.8823294639587402,1.9883103370666504
1730559806195104300,0.678104248046875,-2.442406177520752,-0.8348784446716309,1.861653447151184
1730559806205133600,0.688133544921875,-2.832716464996338,-0.5901315212249756,1.9063167572021484
1730559806215161300,0.698161376953125,-3.14837646484375,-0.4162578582763672,1.944740653038025
1730559806225190400,0.7081904296875,-3.213494300842285,-0.2641315460205078,1.9266600608825684
1730559806235218700,0.71821875,-2.8975305557250977,-0.1796095371246338,1.7860699892044067
1730559806245247700,0.728247802734375,-2.492231845855713,-0.017862558364868164,1.7678027153015137
1730559806255276800,0.73827685546875,-2.105010986328125,0.2381737232208252,1.7652382850646973
1730559806265305900,0.748305908203125,-1.5890579223632812,0.3814964294433594,1.6084414720535278
1730559806275327700,0.75832763671875,-0.7969660758972168,0.36698102951049805,1.3184328079223633
1730559806285356000,0.76835595703125,0.20888900756835938,0.6347763538360596,0.9608113765716553
1730559806295389000,0.778388916015625,1.453516960144043,1.267594337463379,0.6212401390075684
1730559806305417500,0.78841748046875,2.6103696823120117,1.897197961807251,0.28087592124938965
1730559806315444700,0.79844482421875,3.2723608016967773,2.1598968505859375,0.018545150756835938
1730559806325473300,0.808473388671875,3.2513179779052734,2.010897159576416,0.05915045738220215
1730559806335497200,0.818497314453125,2.946756362915039,1.9120283126831055,0.29415464401245117
1730559806345525500,0.828525390625,2.893444061279297,2.254577159881592,-0.03444242477416992
1730559806355529700,0.83852978515625,2.3712329864501953,2.594467878341675,-0.5123651027679443
1730559806365555700,0.8485556640625,1.961461067199707,2.087489128112793,-0.3409597873687744
1730559806375620000,0.8586201171875,1.9479446411132812,1.1773386001586914,-0.26221585273742676
1730559806385649700,0.868649658203125,2.2616829872131348,0.6507611274719238,-1.0071771144866943
1730559806395674600,0.878674560546875,3.017334461212158,0.1277906894683838,-2.294684648513794
1730559806405704000,0.888703857421875,3.9901657104492188,-0.560753345489502,-3.7407658100128174
1730559806415729400,0.8987294921875,5.142857074737549,-1.1530712842941284,-5.138065338134766
1730559806425758200,0.90875830078125,6.288726806640625,-1.2249252796173096,-6.193234920501709
1730559806435758800,0.9187587890625,6.9287428855896,-1.0536167621612549,-6.7708353996276855
1730559806445784800,0.928784912109375,7.157259941101074,-0.8964763283729553,-6.933123588562012
1730559806455843300,0.93884326171875,6.417157173156738,-0.47812551259994507,-6.3212690353393555
1730559806465872600,0.94887255859375,5.213029861450195,0.0514066219329834,-5.168731212615967
