AccX,AccY,AccZ,is_moving
0.2470589429140091,-0.0583250522613525,9.863214492797852,True
0.2279163599014282,-0.0487537607550621,9.83420181274414,True
0.2159522473812103,-0.0367896482348442,9.851250648498535,True
0.2327020019292831,-0.0296111796051263,9.836594581604004,True
0.2279163599014282,-0.0391824692487716,9.822237968444824,True
0.2159522473812103,-0.06071787327528,9.83420181274414,True
0.2159522473812103,-0.0631106942892074,9.829416275024414,True
0.2135594189167022,-0.0849452018737793,9.860821723937988,True
0.2231307178735733,-0.0511465854942798,9.851250648498535,True
0.230309173464775,-0.0849452018737793,9.851250648498535,True
0.2255235314369201,-0.0873380228877067,9.863214492797852,True
0.230309173464775,-0.0897308513522148,9.848857879638672,True
0.2398804724216461,-0.0681954473257064,9.846165657043455,True
0.2494517564773559,-0.0535394065082073,9.843772888183594,True
0.2279163599014282,-0.0248255357146263,9.836594581604004,True
0.2279163599014282,-0.0272183567285537,9.858428955078123,True
0.2159522473812103,-0.0439681150019168,9.858428955078123,True
0.2111666053533554,-0.0439681150019168,9.82702350616455,True
0.2087737768888473,-0.0487537607550621,9.831809043884276,True
0.2207378894090652,-0.0873380228877067,9.860821723937988,True
0.2159522473812103,-0.0849452018737793,9.856036186218262,True
0.2231307178735733,-0.0849452018737793,9.843772888183594,True
0.2327020019292831,-0.0681954473257064,9.836594581604004,True
0.230309173464775,-0.0705882683396339,9.84138011932373,True
0.2255235314369201,-0.0681954473257064,9.84138011932373,True
0.2422732859849929,-0.0535394065082073,9.843772888183594,True
0.2279163599014282,-0.0559322275221347,9.868000984191896,True
0.2063809484243393,-0.0535394065082073,9.843772888183594,True
0.2111666053533554,-0.0631106942892074,9.838987350463867,True
0.2111666053533554,-0.0705882683396339,9.858428955078123,True
0.2015953063964843,-0.06071787327528,9.860821723937988,True
0.2159522473812103,-0.0705882683396339,9.836594581604004,True
0.2279163599014282,-0.0705882683396339,9.82702350616455,True
0.230309173464775,-0.0583250522613525,9.858428955078123,True
0.2279163599014282,-0.0849452018737793,9.856036186218262,True
0.2279163599014282,-0.0825523808598518,9.863214492797852,True
0.2398804724216461,-0.06071787327528,9.846165657043455,True
0.2231307178735733,-0.0681954473257064,9.843772888183594,True
0.230309173464775,-0.0415752939879894,9.838987350463867,True
0.2255235314369201,-0.0511465854942798,9.851250648498535,True
0.2207378894090652,-0.0705882683396339,9.838987350463867,True
0.2135594189167022,-0.0583250522613525,9.84138011932373,True
0.2231307178735733,-0.0801595598459243,9.851250648498535,True
0.2087737768888473,-0.0849452018737793,9.848857879638672,True
0.2159522473812103,-0.0681954473257064,9.860821723937988,True
0.2327020019292831,-0.0681954473257064,9.853643417358398,True
0.2255235314369201,-0.0655035227537155,9.836594581604004,True
0.230309173464775,-0.0583250522613525,9.824630737304688,True
0.2231307178735733,-0.06071787327528,9.836594581604004,True
0.2327020019292831,-0.0559322275221347,9.846165657043455,True
0.2350948303937912,-0.0511465854942798,9.865608215332031,True
0.2279163599014282,-0.06071787327528,9.836594581604004,True
0.2231307178735733,-0.0583250522613525,9.848857879638672,True
0.2111666053533554,-0.0729810893535614,9.846165657043455,True
0.2087737768888473,-0.0511465854942798,9.846165657043455,True
0.2255235314369201,-0.0753739103674888,9.83420181274414,True
0.2255235314369201,-0.0681954473257064,9.83420181274414,True
0.2327020019292831,-0.0583250522613525,9.851250648498535,True
0.237487643957138,-0.0583250522613525,9.83420181274414,True
0.2183450609445572,-0.0631106942892074,9.843772888183594,True
0.2183450609445572,-0.0753739103674888,9.856036186218262,True
0.2231307178735733,-0.0849452018737793,9.829416275024414,True
0.2183450609445572,-0.0729810893535614,9.848857879638672,True
0.2279163599014282,-0.06071787327528,9.846165657043455,True
0.2350948303937912,-0.0583250522613525,9.851250648498535,True
