Label,gyroX,gyroY,gyroZ
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.0,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.0,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.0,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.0,0.0,-0.03333333333333333
False,0.0,0.0,-0.06666666666666667
False,0.0,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.0,0.0,-0.03333333333333333
False,0.0,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.0,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,0.0,-0.0
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.03333333333333333,-0.03333333333333333,-0.03333333333333333
False,0.03333333333333333,0.0,-0.03333333333333333
False,0.06666666666666667,0.0,-0.0
False,0.16666666666666666,0.0,0.03333333333333333
False,0.23333333333333334,0.0,0.1
False,0.06666666666666667,-0.03333333333333333,-0.0
False,0.06666666666666667,-0.2,-0.1
False,0.0,-0.06666666666666667,-0.2
False,0.0,-0.3,-0.0
False,0.0,-0.3,0.03333333333333333
False,0.13333333333333333,-0.1,-0.0
False,0.26666666666666666,0.13333333333333333,-0.1
False,0.26666666666666666,0.03333333333333333,-0.23333333333333334
False,0.1,-0.06666666666666667,-0.23333333333333334
False,0.1,-0.13333333333333333,-0.16666666666666666
False,-0.26666666666666666,-0.2,-0.0
False,-0.36666666666666664,-0.23333333333333334,-0.06666666666666667
False,-0.6,-0.7333333333333333,-0.0
False,0.0,-0.13333333333333333,-0.4666666666666667
False,-0.03333333333333333,-0.4,-0.5
False,0.0,-0.4,-0.23333333333333334
False,0.06666666666666667,-0.4666666666666667,-0.0
False,0.16666666666666666,-0.4666666666666667,-0.06666666666666667
False,0.06666666666666667,-0.43333333333333335,-0.13333333333333333
False,0.03333333333333333,-0.36666666666666664,-0.16666666666666666
False,0.03333333333333333,-0.23333333333333334,-0.26666666666666666
False,-0.2,-0.23333333333333334,-0.3
False,-0.1,-0.4,-0.23333333333333334
False,0.0,-0.43333333333333335,-0.1
False,0.1,-0.13333333333333333,-0.23333333333333334
False,0.0,0.0,-0.2
False,0.26666666666666666,0.03333333333333333,-0.06666666666666667
False,0.13333333333333333,0.0,-0.0
False,-0.43333333333333335,-0.1,0.03333333333333333
False,-0.8,-0.06666666666666667,0.1
False,-0.7333333333333333,0.0,-0.0
False,-0.6333333333333333,0.06666666666666667,-0.06666666666666667
False,-0.8666666666666667,0.0,-0.13333333333333333
False,-1.1333333333333333,-0.1,0.13333333333333333
False,-1.2666666666666666,0.0,0.3
False,-1.2666666666666666,0.16666666666666666,0.16666666666666666
False,-1.3333333333333333,0.3333333333333333,0.06666666666666667
False,-1.2333333333333334,0.26666666666666666,0.1
True,-1.4,0.23333333333333334,0.03333333333333333
True,-1.6333333333333333,0.36666666666666664,-0.0
True,-1.6,0.3333333333333333,-0.03333333333333333
True,-1.5666666666666667,0.3,-0.23333333333333334
False,-1.1333333333333333,0.16666666666666666,-0.23333333333333334
False,-0.7,0.06666666666666667,-0.16666666666666666
False,-0.7666666666666667,0.16666666666666666,-0.03333333333333333
False,-1.1666666666666667,0.23333333333333334,-0.1
True,-1.4333333333333333,0.0,-0.1
True,-1.7,0.0,-0.0
True,-1.6,0.23333333333333334,-0.03333333333333333
True,-1.5666666666666667,0.3,-0.36666666666666664
False,-1.3333333333333333,0.1,-0.16666666666666666
False,-0.9333333333333333,-0.1,-0.1
False,-0.7666666666666667,0.0,-0.3333333333333333
False,-0.9333333333333333,0.06666666666666667,-0.4
False,-0.8666666666666667,0.06666666666666667,-0.16666666666666666
True,-1.4,0.4666666666666667,0.26666666666666666
False,0.5333333333333333,0.6,0.9666666666666667
False,0.9,0.26666666666666666,0.26666666666666666
False,0.7333333333333333,-0.4666666666666667,-0.43333333333333335
True,1.3333333333333333,-0.36666666666666664,-1.0333333333333334
True,1.1666666666666667,0.3333333333333333,-1.4666666666666666
True,0.3333333333333333,1.0333333333333334,-1.1
False,-0.4,-0.3333333333333333,0.23333333333333334
False,-0.7333333333333333,-0.5,0.36666666666666664
False,-0.6333333333333333,-0.5333333333333333,0.23333333333333334
False,-0.43333333333333335,-0.3333333333333333,-0.23333333333333334
False,-0.36666666666666664,0.03333333333333333,-0.4
False,-0.8333333333333334,-0.06666666666666667,-0.36666666666666664
False,-1.1333333333333333,-0.4666666666666667,-0.6666666666666666
True,-1.8,-0.8333333333333334,-0.8666666666666667
True,-1.8,-0.9333333333333333,-0.03333333333333333
False,0.4666666666666667,0.0,-1.0666666666666667
True,4.7,-1.4333333333333333,-0.9333333333333333
True,8.533333333333333,-0.06666666666666667,0.1
True,10.333333333333334,0.5333333333333333,0.9
True,3.5,-0.26666666666666666,0.9
True,2.3,-0.7,0.23333333333333334
True,3.066666666666667,-0.5,-0.23333333333333334
True,2.433333333333333,-0.5,-0.26666666666666666
False,-0.1,-0.8,-0.9666666666666667
True,-0.4,-0.8,-1.1
False,0.7333333333333333,-0.03333333333333333,0.5333333333333333
False,-0.13333333333333333,-0.13333333333333333,1.0666666666666667
False,-0.9,-0.8,0.2
False,-0.9666666666666667,-0.23333333333333334,-0.1
False,0.36666666666666664,0.0,0.8
False,0.9,-0.4,0.43333333333333335
True,2.7666666666666666,-0.5333333333333333,0.23333333333333334
True,3.1666666666666665,-0.23333333333333334,0.4666666666666667
True,3.2333333333333334,0.0,0.3
True,2.5,0.03333333333333333,0.26666666666666666
True,2.433333333333333,0.1,0.03333333333333333
True,2.066666666666667,-0.1,-0.4666666666666667
False,0.7333333333333333,0.03333333333333333,-0.6666666666666666
False,0.7,0.03333333333333333,-0.43333333333333335
False,0.43333333333333335,0.4666666666666667,-0.03333333333333333
False,0.4,0.7666666666666667,0.1
False,0.03333333333333333,0.7,0.1
False,0.0,0.4,0.1
False,-0.36666666666666664,0.2,-0.13333333333333333
False,-1.0333333333333334,0.16666666666666666,-0.4666666666666667
False,-1.0,0.4,-0.3
False,-1.2666666666666666,0.43333333333333335,-0.16666666666666666
True,-1.6333333333333333,0.26666666666666666,-0.3
True,-2.2,0.26666666666666666,-0.7333333333333333
True,-2.8,0.3333333333333333,-0.8
True,-2.933333333333333,0.6666666666666666,-0.1
True,-3.066666666666667,1.0,0.7
True,-3.2,0.8,0.5333333333333333
True,-3.533333333333333,0.4,-0.2
True,-3.1666666666666665,0.3,-0.1
True,-2.6,0.2,0.23333333333333334
True,-2.1,0.03333333333333333,0.13333333333333333
False,-1.1,-0.36666666666666664,-0.3333333333333333
False,-1.0666666666666667,-0.4666666666666667,-0.23333333333333334
False,-0.7333333333333333,-0.36666666666666664,0.1
False,-0.16666666666666666,-0.03333333333333333,0.5333333333333333
