Label,AccX,AccY,AccZ
True,1.264896666951124,3.3033640626515344,-2.250984392332648
True,0.6078966669511239,1.581415730743279,0.07131739078606825
True,-0.25166998828002285,0.9093110074298693,-2.3982946111569037
True,-1.2126699882800231,5.964415730743279,-3.3689240553817976
True,-0.4412597935627627,7.779415730743279,-2.894905788880764
True,-1.6672597935627618,0.6453640626515345,-6.952309312930861
True,-1.0488777476013684,0.0093640626515345,-9.150326121448401
True,-2.225877747601369,-0.8187918928502487,-10.711775682441356
True,-1.605529754354805,-2.0347918928502486,-9.288823215320543
True,-2.8995297543548046,-3.5847918928502485,-7.810154728765349
True,-2.429529754354805,-4.672791892850249,-7.6616557657063975
True,-2.233529754354805,-4.3787918928502485,-8.02278762222701
True,-1.5565297543548056,-4.241791892850249,-6.926115253094746
True,-1.2225297543548042,-6.967791892850249,-5.66661839994539
True,-0.634529754354805,-6.482635937348466,-5.783915311608152
True,0.04247024564519464,-5.792584269256721,-3.557612599717132
True,-0.8995297543548055,-6.5475842692567205,-3.889626577069821
True,0.1471222523986313,-6.954688992570131,-0.4712751212070112
True,1.4127402064372383,-7.55368899257013,-0.9350530524004588
True,1.8437402064372375,-6.72968899257013,-0.4349642639901602
True,1.3073300117199764,-6.25868899257013,-6.006892549817768e-16
True,0.9053300117199772,-5.362002163645473,-0.3856725896137048
True,0.7393300117199768,-5.284002163645473,-0.42253673359788574
True,1.0923300117199766,-5.897575775344319,-0.29239159612904886
True,0.6113300117199767,-5.976575775344319,0.06377796401951799
True,0.5033300117199762,-5.973461741195503,0.19114092963602802
True,0.5923300117199766,-5.793711879581758,0.10446175804947971
True,0.7483300117199772,-4.290377897955335,0.18706576515959983
True,1.5043300117199756,-2.123377897955335,0.04577586116649579
True,2.0923300117199766,0.924288120418242,-1.0185286016325388
True,2.308330011719976,4.159288120418243,-4.557423984463666
True,1.8963300117199768,7.353538258804497,-5.323546070122446
True,0.915330011719977,10.079538258804497,-4.499080119128241
True,0.21933001171997724,12.020538258804496,-3.4482058000837705
True,-0.8822597935627616,11.73342422465568,-1.1182231928807438
True,-1.9122597935627619,9.84042422465568,-0.6079083524549693
True,-2.6178777476013693,9.11442422465568,-0.3533984279997655
True,-2.1478777476013686,8.12442422465568,-0.3984858362642989
True,-0.8505297543548043,6.643424224655681,0.03245416303963777
True,0.9121222523986301,4.629997836354526,0.13795036892215673
True,4.158740206437237,1.3603110074298694,0.39892209192286643
True,7.868330011719975,-1.5806889925701308,0.5912157451582568
True,9.806896666951124,-3.512688992570131,0.7676751818227763
True,9.806896666951124,-5.5765842692567205,0.41988225627714953
True,9.806896666951124,-3.262584269256721,1.4801632324426883
True,7.897330011719978,-3.8356359373484654,0.19820446828197846
True,2.707122252398632,0.401,0.5337921339793632
True,-2.4142226212383022,2.4557918928502485,-0.3444111605922364
True,-4.874762669621584,2.9290021636454733,-0.9371031743372205
True,-5.774570335543159,6.344461741195503,-0.16691162648392766
True,-5.50473235589576,10.071461741195503,0.1706607984699371
True,-4.292349655997377,15.36768899257013,-12.014943946366381
True,-5.0205372266292985,7.070635937348466,-5.587032221840518
True,-5.638537226629298,-0.8082081071497513,-0.1457351811293828
False,-3.500537226629298,-4.374,-2.7916147167634344
True,-1.4368644248554565,-7.865,-0.6993280848980932
True,0.5316503440026228,-9.542,0.31499157494274255
True,1.1990227628450913,-10.36079189285025,-1.409673456251522
True,3.654267644104241,-10.631635937348467,-0.9547604111723296
True,5.906398925232475,-9.06758426925672,-3.402842163000768
True,7.51342966445684,-6.83158426925672,-2.9751977213239638
True,6.849372036801366,-2.9526359373484654,-1.4588903757389984
True,4.623372036801365,1.6612081071497513,-0.9894397296972448
True,2.7374296644568403,5.03,-0.5770802825693548
True,0.061398925232474255,6.285,-2.7550810297752504
True,-3.075977237154908,5.216,-3.4273102379395466
True,-4.979349655997377,3.044791892850249,-0.10637789888074264
True,-6.741864424855456,3.3777918928502486,-1.9181952080491955
True,-8.472537226629298,5.123791892850249,-1.1400728558455486
True,-9.092384609909761,4.073791892850249,-1.1708196899081553
True,-9.187423983937549,2.608,-1.321333511380261
True,-8.292673613300185,2.568,-1.0839558330829469
True,-8.98215261236844,1.205,-4.941689074634507
True,-7.393152612368439,1.7492081071497514,-4.109109896024735
True,-6.29515261236844,1.1412081071497513,-3.531672245597501
True,-3.3306736133001857,0.19020810714975125,-1.1806635045961873
False,-0.44142398393754867,-1.0737918928502488,-0.17378030709238956
True,1.677462773370701,-1.3446359373484655,0.25321421113063525
True,3.572650344002623,-1.7566359373484657,0.6190549692196443
True,5.07626764410424,-2.3056359373484656,0.6961213061259852
True,6.847398925232474,-1.9226359373484656,0.2513163844531558
True,6.994429664456842,-2.0506359373484653,0.10958526094961182
True,5.961237330378415,-0.9716359373484655,0.08767482359085146
True,5.059237330378416,0.5332081071497512,0.1827190392396713
True,4.02803594295024,1.2492081071497514,0.0477003507886347
True,3.47903594295024,0.5722081071497513,0.10725393558678709
True,2.304237330378415,0.8762081071497512,0.052819315738853345
True,1.5582373303784163,-0.09863593734846549,0.10138294318633878
False,1.2942373303784152,-0.36363593734846544,0.09527210796896013
False,1.225237330378416,-0.5106359373484655,0.10282216608303008
False,1.3332373303784149,-0.3246359373484655,0.11630222361263498
False,1.2452373303784157,-0.12863593734846546,0.0689843452876906
False,0.695237330378415,0.028364062651534516,0.0310394118592342
False,0.4063720368013666,0.0773640626515345,0.010149792350989506
False,0.3673720368013651,0.6063640626515345,0.00734903971197598
False,0.41637203680136636,0.36620810714975127,0.009397781544133121
False,0.5433720368013653,0.24820810714975128,0.017548311600692368
False,0.4063720368013666,0.06320810714975127,0.014034906902313238
False,0.16137203680136558,0.07320810714975126,0.0011507889689268413
False,0.37637203680136544,-0.024791892850248742,0.0273219552156585
False,0.5723720368013652,-0.14763593734846547,0.039995909940976015
False,0.5923720368013665,-0.4226359373484655,0.034383080284687395
False,0.2683720368013667,-0.49163593734846545,0.008969420590893118
False,0.5143720368013653,-0.39263593734846547,0.033824639349351315
False,0.37637203680136544,-0.1776359373484655,0.009833021661652563
False,0.5333720368013655,-0.8736359373484655,0.02963832768069985
False,0.12137203680136643,-1.1286359373484656,0.0014899418960478972
False,0.004372036801365553,-1.2166359373484654,-0.004252224786929215
False,-0.12362796319863456,-0.8446359373484655,-0.016773033383885583
False,0.03337203680136547,-0.4126359373484655,-0.008215823663722421
False,-0.12362796319863456,-0.24563593734846545,-0.013481286765974654
False,0.0014296644568414507,-0.26563593734846547,-0.013211026743597865
True,-0.025627963198633807,-0.1186359373484655,-0.013097744424419133
False,0.37637203680136544,-0.08863593734846548,0.00839465540976242
False,0.5333720368013655,-0.35363593734846543,0.02119535863416755
False,0.29837203680136604,-0.6186359373484654,0.008571499449921194
False,0.4253720368013667,-0.7066359373484654,0.0149657812588333
False,0.553372036801365,-0.3005842692567209,0.02203125854212895
False,0.4453720368013663,0.09141573074327908,0.008126130578173407
False,0.28837203680136625,-0.24158426925672094,0.005955257453514107
False,-0.01562796319863402,-0.39858426925672097,-0.008859492020786897
False,0.07237203680136517,-0.3005842692567209,-0.005551432755424579
True,0.08237203680136673,-0.08458426925672091,-0.0047883211860474395
False,0.3673720368013651,0.19941573074327906,0.004291166374206068
False,0.31737203680136616,-0.12358426925672095,0.004056968356661805
False,0.1903720368013655,-0.3105842692567209,0.00044974141388909317
False,0.3132373303784153,-0.48658426925672094,0.00748051551542539
False,0.3132373303784153,-0.15358426925672097,0.006588255357148465
False,0.4602373303784155,0.06241573074327905,0.010347380525888072
False,0.41123733037841603,-0.172584269256721,0.011841012892300495
False,0.17623733037841482,-0.4675842692567209,0.0026827624230700287
False,0.4802373303784151,-0.3056889925701307,0.01921486797777716
False,0.44023733037841595,-0.10968899257013076,0.014687300931023661
True,0.12723733037841534,-0.0016889925701307762,-0.0008137023009315847
False,0.1450359429502388,0.10531100742986932,0.0015852320448763724
True,0.027035942950240255,0.04731100742986927,-0.00535943562700536
False,-0.13996405704975956,0.1943110074298693,-0.015220352938178028
False,-0.17896405704976104,0.22331100742986926,-0.017091500355130407
False,-0.37496405704976077,0.15431100742986925,-0.033753972503724916
False,-0.14996405704976112,0.056311007429869275,-0.019220174888680108
False,0.10503594295023966,-0.2766889925701307,0.0027523270026299507
False,0.3110359429502392,-0.4236889925701308,0.014901116950020832
False,0.4880359429502388,-0.5026889925701308,0.02401915296309287
False,0.1450359429502388,-0.10068899257013075,0.002608454362324819
False,-0.06096405704976071,-0.1686889925701307,-0.009393759863322027
False,0.018777378761697605,-0.36468899257013065,-0.0011207641765038634
False,0.42077737876169685,-0.37468899257013066,0.02510759075547142
False,0.24377737876169725,-0.33568899257013074,0.010033052435838963
False,0.2737773787616966,-0.11968899257013077,0.007566097254839976
False,-0.06022262123830302,-0.418584269256721,-0.0033646621006140354
False,-0.1192226212383023,-0.5555842692567209,-0.00588583975823781
False,0.11677737876169658,-0.418584269256721,0.0006604505407750982
False,0.3227773787616979,-0.516584269256721,0.0012412468389197545
False,0.1794702456451951,-0.4436889925701306,-0.21240264988015617
False,0.1067773787616968,-0.653584269256721,-0.1934519203427701
False,0.07677737876169743,-0.8985842692567209,-0.09571949804528677
False,0.11047024564519425,-0.9236889925701308,-0.2124278104333785
False,0.30412225239863133,-1.0316889925701307,-0.3631315649436827
False,0.4901222523986313,-1.0126889925701308,-0.4942846787399718
False,0.2351222523986305,-0.8456889925701307,-0.7512113184905718
False,0.029122252398630977,-0.5216889925701307,-1.210990122198135
False,0.13712225239863152,-0.4136889925701308,-1.341964110862591
True,0.16712225239863088,-0.5026889925701308,-1.4934274383600867
True,0.2751222523986314,-0.25668899257013067,-1.7568009468424588
True,0.4311222523986302,-0.2025842692567209,-1.4581320759499077
True,0.7941222523986315,0.08241573074327907,-1.3982075037512804
False,0.3241222523986309,0.18041573074327905,-1.0241042518264605
False,0.1471222523986313,-0.006584269256720954,-0.25087382906294703
False,-0.0878777476013699,-0.46163593734846553,-0.0003819290874971931
False,-0.06887774760136978,-0.5006359373484655,-0.0027760137576294253
False,-0.048877747601368426,-0.5496359373484655,-0.0038169281921135445
False,0.28412225239863176,-0.7715842692567209,0.02142855559729573
False,0.5297402064372374,-0.6776359373484655,0.02445204277271129
False,0.39274020643723695,-0.9126359373484654,0.03318704603517286
False,0.4907402064372377,0.30336406265153454,0.017442544508411484
False,0.072330011719977,-0.16179189285024875,0.003024922406554942
True,-0.035669988280023546,-0.12279189285024872,-0.002485102750602153
False,-0.20266998828002336,-0.8487918928502487,-0.011811105899613428
False,-0.23166998828002328,-0.9816359373484655,-0.010222136369999801
False,-0.21610333304887597,-1.0406359373484655,-0.0076239858168357655
False,-0.1471033330488769,-1.0896359373484654,-0.0027303941475251836
False,-0.06955573594236952,-0.9026359373484656,0.00021003885515014087
False,-0.13602401305733025,-0.8446359373484655,-0.0025649596061390056
False,0.35049411051580215,-0.48163593734846544,0.007007522501798147
False,0.33899999999999864,-0.6576359373484655,0.009004219711531314
False,1.0954941105158014,-0.5306359373484655,0.12515781039664686
True,2.3404941105158006,-0.4226359373484655,0.2450301405059545
True,2.14897598694267,0.30336406265153454,0.2212233111871137
False,0.5409759869426711,0.7433640626515345,0.06611868526157227
False,-0.5525058894841983,1.2243640626515346,-0.05555669414132436
False,-0.838000000000001,1.1453640626515345,-0.11437200542759096
False,-0.48350588948419926,0.3903640626515345,-0.055220806230772634
False,-0.6015058894841978,0.2733640626515345,-0.0709786622715094
False,-0.35550588948419914,0.3903110074298693,-0.03667950510163309
False,0.2034941105158019,-0.25300216364547345,0.04811515198564864
False,-0.8870000000000005,0.6334242246556806,-0.029704143824006157
True,-0.993505889484199,0.25699783635452667,-1.218398247342448
False,-1.091505889484198,0.1879978363545266,-0.26737080912293765
False,-0.3220240130573302,0.49199783635452665,-0.026919511431186427
False,-0.336505889484199,0.7569978363545267,-0.024939380707116987
True,0.6344941105158011,1.4229978363545266,0.06625985827104908
True,0.8404941105158006,1.8094242246556806,0.046985092843986886
False,-0.2975058894841993,1.2359978363545268,-0.02511937833638278
False,0.1144941105158015,0.6879978363545266,0.006102242480199915
False,-0.012505889484199173,0.5414157307432791,0.0020045496828736686
True,-1.0125058894841992,1.617,-0.1156021799622895
True,0.35799999999999876,2.3336359373484656,0.11544705294654545
True,2.045,0.3365757753443195,0.22702194353590088
False,0.8404941105158006,1.1764617411955032,-0.036084337358105276
True,1.5564941105158017,-2.228288120418242,-0.7459267064842845
False,0.5609759869426707,-1.2935382588044968,0.010536379076922509
False,0.8549759869426712,-1.1134242246556807,-0.28035377287203955
True,2.7844442640576297,-0.4303110074298693,0.05624577004872938
True,2.1564442640576296,-0.8672081071497513,0.012467398226999403
False,-0.0005557359423704611,-0.5806889925701306,-0.3109171338570298
False,-0.48155573594237033,-0.001163755356095475,-0.8552459597954676
False,0.7444442640576305,0.16382359522470757,-1.2605971180190907
False,-0.9915557359423701,0.8985160309295894,-6.006892549817768e-16
True,-3.2765557359423703,2.362639072944708,-0.3846546788063854
True,-4.634669988280024,2.378723441322169,-0.468043105209653
True,-5.961877747601369,0.5286143535639427,-0.253571345950512
True,-6.581222621238302,-0.3986481767054606,-0.040639930731861895
True,-7.012762669621584,0.2477740022878887,-0.03736472281572206
True,-7.450601074767526,1.0381526123684397,-0.20767168198979324
True,-9.368864424855456,0.979537226629299,-0.32056527819360525
True,-7.865423983937549,-0.33702276284509125,0.014328560377058208
True,-7.953423983937549,-1.249022762845092,0.05388397768187403
True,-7.324537226629298,0.23097723715490837,-0.026725968892774232
True,-6.231864424855456,1.1923496559973774,-0.2883627133981488
True,-6.7339772371549085,0.782537226629298,-0.09007327376096563
True,-5.722627963198634,0.4604239839375488,-0.01897243923966707
True,-4.647877747601369,0.22388093947391496,-1.098517943887336
True,-6.8755557359423705,-0.9682841140539278,0.1403335002867725
False,-5.828505889484198,2.0328585867649593,-0.43332283258449933
True,-0.19100000000000072,4.279801881892885,-0.459353946617773
True,0.9469999999999992,2.602250737933238,-1.7599076245931053
True,0.9469999999999992,2.2487175234400327,-1.7599076245931053
True,-1.1560240130573298,-0.347366963801095,-2.0306515577277016
False,-0.9325557359423691,-0.46309106650258425,0.17581792896990467
True,-2.153669988280024,1.756646802444954,-0.2824650344481485
False,-0.5066699882800236,0.19158958503939605,0.004703094643089045
True,1.386330011719977,-0.8678335766699523,-4.7306076808701825
True,-1.5505557359423694,1.7757698431133155,-0.2448077152645407
True,0.065494110515802,3.965622102044665,0.04961152508861422
True,0.5060000000000002,2.9619978363545267,-2.845513525062921
True,1.6529999999999987,1.127,0.4858160853915612
True,0.408494110515802,1.6150021636454737,-0.7363459287661719
True,0.5584442640576306,0.8673778979553353,-2.1231164937074194
False,-0.7451033330488759,-0.3347698431133155,-0.0030627249824043135
False,-0.270669988280023,1.092833576669952,0.02114185237149302
True,-2.948669988280024,2.7827823939751894,-0.0047465045217054275
True,-2.3206699882800237,1.990927629520224,-1.1357705324269016
True,-2.4521033330488766,2.6163531975550463,-4.0768502323865485
True,-0.6861033330488766,1.0680176253834333,-3.509418010790175
False,-0.6360240130573303,0.3704920178722597,-0.9357387213255596
True,-2.466,2.0843176169519726,0.04860051093880491
True,-2.7261033330488766,2.058826675010838,0.057023122193056386
True,-4.174529754354805,5.0591946228784055,1.4269203833532949
True,-3.1097626696215848,2.471360927055291,0.039576232379497533
True,0.34539892523247495,2.1673609270552925,0.16707034989043545
True,0.49302276284509183,1.499826675010838,0.1682162625813125
False,-0.47053722662929864,0.5400910665025842,0.16439461171904224
True,-1.7844239839375495,-0.9419823746165665,-0.27429002168789074
True,1.000847387631561,-1.9988851476762624,0.3933772507632729
False,0.6081190605260858,-0.7138906814100974,0.0801197040440198
True,2.3951206091704638,-2.3364567148182345,0.39950738373452044
False,0.9488304058051718,-0.5980148324557286,0.47013370784354347
False,-0.38416959419482843,-0.5796136869222193,0.3335040647160463
False,-0.9357740022878893,0.33737789795533524,0.009181243030461417
False,0.7022841140539278,-0.44742422465568066,0.14902634789453817
False,0.025290788874658077,-0.13241573074327906,-0.12041078513001047
False,0.4996417284553907,0.46420810714975125,0.04767480624106746
False,0.7025432851817648,-0.5535757753443193,0.7274865884679631
False,0.23110401300282568,-0.552511377087413,0.4627418194049788
True,1.4934201871159365,0.9310148324557286,0.4416743021865672
False,0.5104013857972367,1.0758235952247075,0.17535766525790653
False,0.31225354897504953,-0.4931093185899029,0.22639112204298506
False,-0.9911733249891617,0.18388514767626196,-0.3401354462823587
True,-1.3075235148676319,1.4575160309295891,-0.16807287308194496
True,-1.6696468024449542,1.0879823746165664,-0.6642288076900345
True,-1.255072370479776,0.403999999999999,-0.9219222959782742
False,-0.08458958503939584,-1.3424920178722601,-0.33005411360866077
True,-0.2572176060248106,-1.6290910665025846,-0.0635403978482989
False,-0.5368235952247074,0.2886823830480276,-0.7181777678889265
False,-0.9098235952247076,1.0077848406037626,-0.5652361503696559
True,-0.9734567148182345,1.0101733249891618,-0.5883835218511786
False,-0.0024567148182343956,-0.982360927055292,0.1558597925863756
True,0.6001764047752927,-3.515366963801095,0.6922512246913497
True,0.5367823939751895,-2.547060925603124,0.6156786628557054
False,-0.5222176060248103,1.0041712483804002,-0.6313040433566739
True,-1.4242176060248104,1.4405986142027638,-0.7618982916920265
True,0.0411764047752925,-2.6024201871159365,0.604336913836657
True,0.8017823939751896,-4.030299018014605,0.5066519742108431
True,-0.3485895850393961,-2.3891981181071147,0.41451591480174965
True,-1.755072370479776,0.5386143535639425,-0.51321265234085
True,-2.9810864685736003,2.2798815544750095,-1.4384957976014636
True,-2.9774209500008495,1.6113518232945392,-0.9446150913807427
False,-0.7186468024449542,-1.2169806729625279,0.03870769952938735
True,-0.461982374616567,-2.0731206091704646,-6.006892549817768e-16
True,-2.9897848406037624,-0.6323263866998143,0.01046477136184143
True,-5.240717523440033,1.04938460990976,-0.19193852609036322
True,-7.270709211125343,1.9695372266292983,-0.27191752129437025
True,-7.162732355895759,1.6608644248554567,-3.768792124696242
True,-5.818505889484198,0.8568644248554556,-5.786416232686312
True,-4.684977237154908,0.4448644248554565,-6.667053476600161
True,-4.139019327037475,0.6273846099097611,-6.620313843544291
True,-3.671385492881943,1.5678809394739144,-7.334434252091812
True,-2.858250737933237,2.493715885946073,-9.854946026225864
True,-2.0937175234400325,2.8433582715446093,-12.035865715872436
True,-1.5985986142027624,2.455801881892885,-12.618120941816116
True,-1.1504039122131102,1.7397175234400324,-13.244730651100546
True,-0.5424039122131106,0.8516390729447085,-12.989026244073898
True,-0.18659861420276247,1.169523514867632,-13.310036787453981
True,0.08127655867783279,2.684885147676262,-13.95991384937384
True,0.9067492620667617,5.124823595224708,-13.776646127744145
True,1.2401981181071147,3.853769843113316,-12.300234122849135
True,0.8785432851817649,2.3225382588044967,-10.316344192695993
True,1.7016481767054614,2.0332081071497514,-8.902424990662553
True,0.33928411405392644,3.045584269256721,-9.570738954408622
True,0.13811906052608514,3.4124617411955027,-7.319543710563323
True,-0.479537226629299,2.7361637553560954,-5.209720551268315
True,-0.8606010747675263,2.2647462041672592,-2.1284428018374495
True,-1.9922226212383025,2.498543285181766,-0.8360156717921827
True,-1.4711033330488767,4.037782393975189,0.027848878931593046
True,-1.8810240130573295,2.971927629520224,0.04633639569726644
True,-1.6192226212383023,0.8039135314263994,-0.04126167113457768
True,-1.7977323558957599,0.36657904999915036,-0.1240809087950887
True,-1.6574239839375489,3.0245790499991507,0.31999919873316385
True,-2.602774002287889,1.929353197555046,0.2262071166428008
True,-2.0893582715446097,1.017353197555046,0.021836229724399026
True,-1.955385492881943,1.8703531975550458,0.3464940620748047
True,-2.398250737933237,3.2205790499991505,0.7618535808561635
True,-2.132717523440032,2.7785790499991503,0.6505254012079966
True,-1.5624039122131101,3.0245790499991507,0.6719286801936031
True,-1.2891712483803994,3.708114852323738,0.7068282153239185
True,-0.7489390743968762,3.1289135314263996,0.45339120987038406
True,-0.5039390743968761,2.5209276295202243,0.27410084559484194
True,-0.27793907439687615,2.2304104149606045,0.1525296705722532
True,-0.09193907439687621,3.1065432851817656,0.225753487145119
False,0.13625354897504938,0.5199851675442715,-0.3263452413435832
False,0.34636696380109466,0.3813863130777806,-0.1299866274149677
False,0.9613609270552921,1.112377897955335,-0.0511558940261887
True,0.8711946228784067,2.7944617411955033,0.18017472851188998
True,0.0992151593962376,2.0270021636454736,-0.48376007882550454
True,-1.0489089334974162,0.9016359373484655,-0.7924320976139336
False,-0.9345235148676316,-0.49,-0.4787326201608657
False,0.5680176253834333,0.19536406265153453,-0.43366995888058746
True,1.8164839690704104,2.522415730743279,0.010886118255217347
True,1.8703531975550458,2.5273110074298692,-0.12279088604840638
True,1.7661148523237378,0.9564242246556807,-0.48779309508287216
